"","module","bin_name","module_name","module_class","module_category","module_subcategory","module_definition","stepwise_module_completeness","stepwise_module_is_complete","pathwise_module_completeness","pathwise_module_is_complete","proportion_unique_enzymes_present","enzymes_unique_to_module","unique_enzymes_hit_counts","enzyme_hits_in_module","gene_caller_ids_in_module","warnings","pathwise_copy_number","stepwise_copy_number","per_step_copy_numbers","group"
"4071","M00378","ND57_MAG_00026","F420 biosynthesis, archaea","Pathway modules","Energy metabolism","Methane metabolism","K11780+K11781 K14941 K11212 K12234",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0","susceptible"
"4072","M00531","ND57_MAG_00026","Assimilatory nitrate reduction, nitrate => ammonia","Pathway modules","Energy metabolism","Nitrogen metabolism","(K00367,K10534,K00372-K00360) (K00366,K17877)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"4073","M00595","ND57_MAG_00026","Thiosulfate oxidation by SOX complex, thiosulfate => sulfate","Pathway modules","Energy metabolism","Sulfur metabolism","K17222+K17223+K17224-K17225-K22622+K17226+K17227",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"4074","M00151","ND57_MAG_00026","Cytochrome bc1 complex respiratory unit","Pathway modules","Energy metabolism","ATP synthesis","((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"4075","M00086","ND57_MAG_00026","beta-Oxidation, acyl-CoA synthesis","Pathway modules","Lipid metabolism","Fatty acid metabolism","K01897,K15013",1,"True",1,"True",1,"K01897","1","K01897","2557451","None",1,1,"1","susceptible"
"4076","M00546","ND57_MAG_00026","Purine degradation, xanthine => urea","Pathway modules","Nucleotide metabolism","Purine metabolism","(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483) (K00365,K16838,K16839,K22879) (K13484,K07127 (K13485,K16838,K16840)) (K01466,K16842) K01477",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0,0","susceptible"
"4077","M00020","ND57_MAG_00026","Serine biosynthesis, glycerate-3P => serine","Pathway modules","Amino acid metabolism","Serine and threonine metabolism","K00058 K00831 (K01079,K02203,K22305,K25528)",0.666666666666667,"False",0.666666666666667,"False",1,"K00058","2","K00058,K00058,K00831","2556189,2557993,2556188","K00831 is present in multiple modules: M00020/M00124",0,0,"2,1,0","susceptible"
"4078","M00338","ND57_MAG_00026","Cysteine biosynthesis, homocysteine + serine => cysteine","Pathway modules","Amino acid metabolism","Cysteine and methionine metabolism","(K01697,K10150) K01758",1,"True",1,"True",1,"K01758","1","K01697,K01758","2557340,2556724","K01697 is present in multiple modules: M00338/M00035",1,1,"1,1","susceptible"
"4079","M00035","ND57_MAG_00026","Methionine degradation","Pathway modules","Amino acid metabolism","Cysteine and methionine metabolism","K00789 (K00558,K17398,K17399) K01251 (K01697,K10150)",0.75,"True",0.75,"True",1,"K01251","1","K00789,K01251,K01697","2556195,2556286,2557340","K00789 is present in multiple modules: M00609/M00034/M00035/M00368,K01697 is present in multiple modules: M00338/M00035",1,0,"1,0,1,1","susceptible"
"4080","M00019","ND57_MAG_00026","Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","K01652+(K01653,K11258) K00053 K01687 K00826",0.25,"False",0.25,"False",NA,"No enzymes unique to module",NA,"K00826","2556221","K00826 is present in multiple modules: M00019/M00570/M00036/M00119",0,0,"0,0,0,1","susceptible"
"4081","M00570","ND57_MAG_00026","Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826",0.2,"False",0.2,"False",NA,"No enzymes unique to module",NA,"K00826","2556221","K00826 is present in multiple modules: M00019/M00570/M00036/M00119",0,0,"0,0,0,0,1","susceptible"
"4082","M00432","ND57_MAG_00026","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","K01649 (K01702,K01703+K01704) K00052",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0","susceptible"
"4083","M00844","ND57_MAG_00026","Arginine biosynthesis, ornithine => arginine","Pathway modules","Amino acid metabolism","Arginine and proline metabolism","K00611 K01940 (K01755,K14681)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0","susceptible"
"4084","M00015","ND57_MAG_00026","Proline biosynthesis, glutamate => proline","Pathway modules","Amino acid metabolism","Arginine and proline metabolism","((K00931 K00147),K12657) K00286",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"4085","M00026","ND57_MAG_00026","Histidine biosynthesis, PRPP => histidine","Pathway modules","Amino acid metabolism","Histidine metabolism","(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0,0,0","susceptible"
"4086","M00045","ND57_MAG_00026","Histidine degradation, histidine => N-formiminoglutamate => glutamate","Pathway modules","Amino acid metabolism","Histidine metabolism","K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))",1,"True",1,"True",1,"K01468,K01479,K01712,K01745,K13990","1,1,1,1,1","K01468,K01479,K01712,K01745,K13990","2556434,2556348,2557437,2557160,2557928","None",1,1,"1,1,1,2","susceptible"
"4087","M00024","ND57_MAG_00026","Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)",0,"False",0.333333333333333,"False",NA,"No enzymes unique to module",NA,"K04516","2556902","K04516 is present in multiple modules: M00024/M00025",0,0,"0,0","susceptible"
"4088","M00025","ND57_MAG_00026","Tyrosine biosynthesis, chorismate => HPP => tyrosine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)",0,"False",0.333333333333333,"False",NA,"No enzymes unique to module",NA,"K04516","2556902","K04516 is present in multiple modules: M00024/M00025",0,0,"0,0","susceptible"
"4089","M00912","ND57_MAG_00026","NAD biosynthesis, tryptophan => quinolinate => NAD","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)",0.875,"True",0.875,"True",NA,"No enzymes unique to module",NA,"K00452,K00453,K00486,K00767,K00969,K01556,K01916","2556645,2556129,2556725,2556558,2556611,2556581,2556283","K00453 is present in multiple modules: M00038/M00912,K00767 is present in multiple modules: M00115/M00912,K00452 is present in multiple modules: M00038/M00912,K00486 is present in multiple modules: M00038/M00912,K01556 is present in multiple modules: M00038/M00912,K00969 is present in multiple modules: M00115/M00912,K01916 is present in multiple modules: M00115/M00912",1,0,"1,0,1,1,1,1,1,1","susceptible"
"4090","M00913","ND57_MAG_00026","Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K00606 K00077 K13367 K00128 K01918",0.4,"False",0.4,"False",NA,"No enzymes unique to module",NA,"K00606,K01918","2557609,2557601","K01918 is present in multiple modules: M00119/M00913,K00606 is present in multiple modules: M00119/M00913/M00914",0,0,"1,0,0,0,1","susceptible"
"4091","M00572","ND57_MAG_00026","Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00059,K00059,K00208,K02372,K09458","2557905,2556284,2556121,2557591,2556708","K00208 is present in multiple modules: M00083/M00572,K00059 is present in multiple modules: M00083/M00874/M00572,K02372 is present in multiple modules: M00083/M00572,K09458 is present in multiple modules: M00083/M00873/M00874/M00572",0,0,"0,1,2,1,1,0","susceptible"
"4092","M00932","ND57_MAG_00026","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095",0.285714285714286,"False",0.4,"False",NA,"No enzymes unique to module",NA,"K01661,K02549,K02551,K19222","2556417,2556414,2556418,2556420","K19222 is present in multiple modules: M00116/M00932,K01661 is present in multiple modules: M00116/M00932,K02551 is present in multiple modules: M00116/M00932,K02549 is present in multiple modules: M00116/M00932",0,0,"1,0,1,1,0,0,0","susceptible"
"4093","M00793","ND57_MAG_00026","dTDP-L-rhamnose biosynthesis","Pathway modules","Biosynthesis of terpenoids and polyketides","Polyketide sugar unit biosynthesis","K00973 K01710 (K01790 K00067,K23987)",1,"True",1,"True",1,"K00067,K00973,K01710,K01790","1,1,1,1","K00067,K00973,K01710,K01790","2556960,2556513,2556101,2557519","None",1,1,"1,1,1","susceptible"
"4094","M00548","ND57_MAG_00026","Benzene degradation, benzene => catechol","Pathway modules","Xenobiotics biodegradation","Aromatics degradation","K16249+K16243+K16244+K16242+K16245+K16246",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"4095","M00615","ND57_MAG_00026","Nitrate assimilation","Signature modules","Module set","Metabolic capacity","(K02575,K15576+K15577+K15578-K15579) M00531",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"4096","M00001","ND57_MAG_00027","Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)",0.888888888888889,"True",0.9,"True",NA,"No enzymes unique to module",NA,"K00134,K00850,K00873,K00927,K01624,K01689,K01803,K15633,K15916","2559126,2560572,2559629,2560501,2559484,2558789,2559039,2560267,2558996","K15633 is present in multiple modules: M00001/M00002/M00003,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K15916 is present in multiple modules: M00001/M00004/M00909,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K01803 is present in multiple modules: M00001/M00002/M00003,K00850 is present in multiple modules: M00001/M00345,K00873 is present in multiple modules: M00001/M00002,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",1,0,"0,1,1,1,1,1,1,1,1","susceptible"
"4097","M00307","ND57_MAG_00027","Pyruvate oxidation, pyruvate => acetyl-CoA","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737",0,"False",0.75,"True",1,"K00162,K00627","1,1","K00162,K00382,K00382,K00382,K00627","2560585,2559967,2558251,2559671,2558576","K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00036/M00032",0,1,"1","susceptible"
"4098","M00010","ND57_MAG_00027","Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K01647,K05942) (K01681,K01682) (K00031,K00030)",1,"True",1,"True",NA,"No enzymes unique to module",NA,"K00031,K01647,K01682","2558780,2558244,2559153","K01682 is present in multiple modules: M00009/M00010/M00012/M00173/M00614,K01647 is present in multiple modules: M00009/M00010/M00012/M00740,K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614",1,1,"1,1,1","susceptible"
"4099","M00909","ND57_MAG_00027","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K00845,K25026) (K01810,K13810,K15916) K00820 K03431 K04042",0.4,"False",0.4,"False",NA,"No enzymes unique to module",NA,"K00820,K15916","2559252,2558996","K00820 is present in multiple modules: M00892/M00909,K15916 is present in multiple modules: M00001/M00004/M00909",0,0,"0,1,1,0,0","susceptible"
"4100","M00012","ND57_MAG_00027","Glyoxylate cycle","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","K01647 (K01681,K01682) K01637 (K01638,K19282) (K00026,K00025,K00024)",0.6,"False",0.6,"False",NA,"No enzymes unique to module",NA,"K00024,K01647,K01682","2560557,2558244,2559153","K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00168/M00173/M00374/M00620/M00346/M00614,K01682 is present in multiple modules: M00009/M00010/M00012/M00173/M00614,K01647 is present in multiple modules: M00009/M00010/M00012/M00740",0,0,"1,1,0,0,1","susceptible"
"4101","M00741","ND57_MAG_00027","Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K01965+K01966,K11263+(K18472,K19312+K22568),K01964+K15036+K15037) K05606 (K01847,K01848+K01849)",0.666666666666667,"False",0.833333333333333,"True",NA,"No enzymes unique to module",NA,"K01847,K01966,K05606","2559016,2560309,2559577","K01966 is present in multiple modules: M00373/M00741/M00613,K05606 is present in multiple modules: M00373/M00741/M00376/M00375/M00613,K01847 is present in multiple modules: M00373/M00741/M00376/M00613",0,1,"1,1,1","susceptible"
"4102","M00165","ND57_MAG_00027","Reductive pentose phosphate cycle (Calvin cycle)","Pathway modules","Energy metabolism","Carbon fixation","K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)",0.727272727272727,"False",0.727272727272727,"False",NA,"No enzymes unique to module",NA,"K00134,K00615,K00615,K00927,K01624,K01808,K03841","2559126,2560076,2560078,2560501,2559484,2558878,2559344","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K03841 is present in multiple modules: M00003/M00165/M00167/M00344/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",0,0,"0,0,1,1,1,1,2,1,0,2,1","susceptible"
"4103","M00166","ND57_MAG_00027","Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P","Pathway modules","Energy metabolism","Carbon fixation","K00855 (K01601-K01602) K00927 (K05298,K00150,K00134)",0.5,"False",0.5,"False",NA,"No enzymes unique to module",NA,"K00134,K00927","2559126,2560501","K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",0,0,"0,0,1,1","susceptible"
"4104","M00168","ND57_MAG_00027","CAM (Crassulacean acid metabolism), dark","Pathway modules","Energy metabolism","Carbon fixation","K01595 (K00025,K00026,K00024)",0.5,"False",0.5,"False",NA,"No enzymes unique to module",NA,"K00024","2560557","K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00168/M00173/M00374/M00620/M00346/M00614",0,0,"0,1","susceptible"
"4105","M00579","ND57_MAG_00027","Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","Pathway modules","Energy metabolism","Carbon fixation","(K00625,K13788,K15024) K00925",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"4106","M00378","ND57_MAG_00027","F420 biosynthesis, archaea","Pathway modules","Energy metabolism","Methane metabolism","K11780+K11781 K14941 K11212 K12234",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0","susceptible"
"4107","M00531","ND57_MAG_00027","Assimilatory nitrate reduction, nitrate => ammonia","Pathway modules","Energy metabolism","Nitrogen metabolism","(K00367,K10534,K00372-K00360) (K00366,K17877)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"4108","M00595","ND57_MAG_00027","Thiosulfate oxidation by SOX complex, thiosulfate => sulfate","Pathway modules","Energy metabolism","Sulfur metabolism","K17222+K17223+K17224-K17225-K22622+K17226+K17227",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"4109","M00151","ND57_MAG_00027","Cytochrome bc1 complex respiratory unit","Pathway modules","Energy metabolism","ATP synthesis","((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"4110","M00086","ND57_MAG_00027","beta-Oxidation, acyl-CoA synthesis","Pathway modules","Lipid metabolism","Fatty acid metabolism","K01897,K15013",1,"True",1,"True",1,"K01897","1","K01897","2560094","None",1,1,"1","susceptible"
"4111","M00546","ND57_MAG_00027","Purine degradation, xanthine => urea","Pathway modules","Nucleotide metabolism","Purine metabolism","(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483) (K00365,K16838,K16839,K22879) (K13484,K07127 (K13485,K16838,K16840)) (K01466,K16842) K01477",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0,0","susceptible"
"4112","M00020","ND57_MAG_00027","Serine biosynthesis, glycerate-3P => serine","Pathway modules","Amino acid metabolism","Serine and threonine metabolism","K00058 K00831 (K01079,K02203,K22305,K25528)",0.666666666666667,"False",0.666666666666667,"False",1,"K00058","1","K00058,K00831","2559606,2559607","K00831 is present in multiple modules: M00020/M00124",0,0,"1,1,0","susceptible"
"4113","M00338","ND57_MAG_00027","Cysteine biosynthesis, homocysteine + serine => cysteine","Pathway modules","Amino acid metabolism","Cysteine and methionine metabolism","(K01697,K10150) K01758",1,"True",1,"True",1,"K01758","1","K01697,K01758","2559050,2559640","K01697 is present in multiple modules: M00338/M00035",1,1,"1,1","susceptible"
"4114","M00035","ND57_MAG_00027","Methionine degradation","Pathway modules","Amino acid metabolism","Cysteine and methionine metabolism","K00789 (K00558,K17398,K17399) K01251 (K01697,K10150)",0.5,"False",0.5,"False",1,"K01251","2","K01251,K01251,K01697","2559956,2559835,2559050","K01697 is present in multiple modules: M00338/M00035",0,0,"0,0,2,1","susceptible"
"4115","M00019","ND57_MAG_00027","Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","K01652+(K01653,K11258) K00053 K01687 K00826",1,"True",1,"True",NA,"No enzymes unique to module",NA,"K00053,K00826,K01652,K01653,K01687","2560666,2559619,2560668,2560667,2560669","K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01687 is present in multiple modules: M00019/M00570,K01653 is present in multiple modules: M00019/M00570,K00053 is present in multiple modules: M00019/M00570,K01652 is present in multiple modules: M00019/M00570",1,1,"1,1,1,1","susceptible"
"4116","M00570","ND57_MAG_00027","Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826",1,"True",1,"True",1,"K01754","1","K00053,K00826,K01652,K01653,K01687,K01754","2560666,2559619,2560668,2560667,2560669,2560665","K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01687 is present in multiple modules: M00019/M00570,K01653 is present in multiple modules: M00019/M00570,K00053 is present in multiple modules: M00019/M00570,K01652 is present in multiple modules: M00019/M00570",1,1,"1,1,1,1,1","susceptible"
"4117","M00432","ND57_MAG_00027","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","K01649 (K01702,K01703+K01704) K00052",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0","susceptible"
"4118","M00844","ND57_MAG_00027","Arginine biosynthesis, ornithine => arginine","Pathway modules","Amino acid metabolism","Arginine and proline metabolism","K00611 K01940 (K01755,K14681)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0","susceptible"
"4119","M00015","ND57_MAG_00027","Proline biosynthesis, glutamate => proline","Pathway modules","Amino acid metabolism","Arginine and proline metabolism","((K00931 K00147),K12657) K00286",0.5,"False",0.5,"False",1,"K00286","1","K00286","2558405","None",0,0,"0,1","susceptible"
"4120","M00026","ND57_MAG_00027","Histidine biosynthesis, PRPP => histidine","Pathway modules","Amino acid metabolism","Histidine metabolism","(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)",1,"True",1,"True",1,"K00013,K00765,K00817,K01089,K01814,K02500,K02501,K11755","1,1,1,1,1,1,1,1","K00013,K00765,K00817,K01089,K01814,K02500,K02501,K11755","2560427,2560426,2560428,2560429,2558451,2558450,2558452,2558449","None",1,1,"1,1,1,1,1,1","susceptible"
"4121","M00045","ND57_MAG_00027","Histidine degradation, histidine => N-formiminoglutamate => glutamate","Pathway modules","Amino acid metabolism","Histidine metabolism","K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))",1,"True",1,"True",1,"K01468,K01479,K01712,K01745","1,2,1,1","K01468,K01479,K01479,K01712,K01745","2558504,2559260,2558267,2560562,2558544","None",1,1,"1,1,1,2","susceptible"
"4122","M00024","ND57_MAG_00027","Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)",0.5,"False",0.666666666666667,"False",1,"K04518","1","K04516,K04516,K04518","2558724,2559167,2559168","K04516 is present in multiple modules: M00024/M00025",0,0,"1,0","susceptible"
"4123","M00025","ND57_MAG_00027","Tyrosine biosynthesis, chorismate => HPP => tyrosine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)",0,"False",0.333333333333333,"False",NA,"No enzymes unique to module",NA,"K04516,K04516","2558724,2559167","K04516 is present in multiple modules: M00024/M00025",0,0,"0,0","susceptible"
"4124","M00912","ND57_MAG_00027","NAD biosynthesis, tryptophan => quinolinate => NAD","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)",0.875,"True",0.875,"True",NA,"No enzymes unique to module",NA,"K00452,K00453,K00486,K00767,K00969,K01556,K01916,K01916","2559440,2560048,2558456,2559286,2558474,2558455,2559272,2560345","K00453 is present in multiple modules: M00038/M00912,K00767 is present in multiple modules: M00115/M00912,K00452 is present in multiple modules: M00038/M00912,K00486 is present in multiple modules: M00038/M00912,K01556 is present in multiple modules: M00038/M00912,K00969 is present in multiple modules: M00115/M00912,K01916 is present in multiple modules: M00115/M00912",1,0,"1,0,1,1,1,1,1,2","susceptible"
"4125","M00913","ND57_MAG_00027","Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K00606 K00077 K13367 K00128 K01918",0.6,"False",0.6,"False",NA,"No enzymes unique to module",NA,"K00128,K00606,K01918","2559220,2558616,2559255","K01918 is present in multiple modules: M00119/M00913,K00128 is present in multiple modules: M00135/M00913,K00606 is present in multiple modules: M00119/M00913/M00914",0,0,"1,0,0,1,1","susceptible"
"4126","M00572","ND57_MAG_00027","Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00059,K00059,K00208,K02372,K09458","2559698,2559438,2560022,2558553,2559385","K00208 is present in multiple modules: M00083/M00572,K00059 is present in multiple modules: M00083/M00874/M00572,K02372 is present in multiple modules: M00083/M00572,K09458 is present in multiple modules: M00083/M00873/M00874/M00572",0,0,"0,1,2,1,1,0","susceptible"
"4127","M00932","ND57_MAG_00027","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095",0.285714285714286,"False",0.3,"False",NA,"No enzymes unique to module",NA,"K01661,K02551,K19222","2560551,2558561,2558563","K19222 is present in multiple modules: M00116/M00932,K01661 is present in multiple modules: M00116/M00932,K02551 is present in multiple modules: M00116/M00932",0,0,"0,0,1,1,0,0,0","susceptible"
"4128","M00793","ND57_MAG_00027","dTDP-L-rhamnose biosynthesis","Pathway modules","Biosynthesis of terpenoids and polyketides","Polyketide sugar unit biosynthesis","K00973 K01710 (K01790 K00067,K23987)",1,"True",1,"True",1,"K00067,K00973,K01710,K01790","1,1,1,2","K00067,K00973,K01710,K01790,K01790","2560633,2558326,2560621,2558963,2559851","None",1,1,"1,1,1","susceptible"
"4129","M00548","ND57_MAG_00027","Benzene degradation, benzene => catechol","Pathway modules","Xenobiotics biodegradation","Aromatics degradation","K16249+K16243+K16244+K16242+K16245+K16246",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"4130","M00615","ND57_MAG_00027","Nitrate assimilation","Signature modules","Module set","Metabolic capacity","(K02575,K15576+K15577+K15578-K15579) M00531",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
